us,id,amrev,amaff,sumam,fedpet,constit,sgam
358/0068,733,0,0,0,0,0,0
358/0068,732,0,0,0,0,0,0
358/0074,734,0,0,0,0,0,0
358/0084,735,0,0,0,1,0,0
358/0099,736,0,1,1,0,0,0
358/0101,737,0,0,0,0,0,0
358/0103,740,0,0,0,0,0,0
358/0103,739,0,0,0,1,0,0
358/0103,738,0,7,7,0,0,0
358/0121,741,0,0,0,1,0,0
358/0133,743,0,0,0,0,0,0
358/0133,744,0,0,0,1,0,0
358/0133,742,0,0,0,0,0,0
358/0147,745,0,0,0,0,0,0
358/0153,746,0,1,1,1,0,0
358/0169,747,0,0,0,0,0,0
358/0184,748,0,0,0,1,0,0
358/0202,749,0,0,0,0,0,0
358/0207,750,0,1,1,1,0,0
358/0217,751,1,0,1,0,0,1
358/0224,752,0,0,0,0,0,0
358/0228,753,0,0,0,0,0,0
358/0242,754,0,0,0,0,0,0
358/0270,755,0,0,0,0,0,0
358/0270,756,0,0,0,0,0,0
358/0272,757,1,0,1,0,0,0
358/0276,758,0,0,0,0,0,0
358/0283,759,0,0,0,0,0,0
358/0307,760,0,0,0,0,1,0
358/0326,761,0,0,0,0,0,0
358/0331,762,0,0,0,1,1,0
358/0332,763,0,0,0,1,0,0
358/0334,764,0,0,0,1,0,0
358/0354,765,0,3,3,0,0,0
358/0415,766,0,0,0,0,0,0
358/0423,767,0,0,0,0,0,0
358/0423,768,0,0,0,0,0,1
358/0434,769,0,0,0,0,1,0
358/0450,770,1,0,1,0,1,0
358/0450,771,0,1,1,0,1,0
358/0498,773,0,0,0,0,0,0
358/0498,772,0,0,0,0,0,0
358/0516,774,0,0,0,0,0,0
358/0522,775,0,0,0,0,0,0
358/0534,776,0,0,0,0,1,0
358/0534,777,0,0,0,0,1,0
358/0576,778,0,0,0,0,1,0
358/0588,779,0,0,0,0,0,0
358/0613,780,1,0,1,0,0,1
358/0625,781,0,0,0,0,0,0
358/0633,782,0,0,0,0,1,0
358/0639,783,1,0,1,0,0,0
358/0803,784,0,0,0,0,0,0
359/0001,785,2,0,2,0,1,0
359/0019,786,0,0,0,0,1,0
359/0028,787,0,0,0,0,0,0
359/0029,788,1,1,2,1,0,0
359/0041,789,0,0,0,0,0,0
359/0064,790,0,0,0,0,0,0
359/0065,791,0,0,0,0,0,0
359/0065,792,0,1,1,1,0,0
359/0102,793,0,0,0,0,0,0
359/0108,794,0,0,0,0,0,0
359/0115,795,2,0,2,0,0,0
359/0117,796,0,0,0,0,0,0
359/0118,797,0,0,0,0,0,0
359/0121,798,0,0,0,0,1,0
359/0171,799,0,1,1,0,0,0
359/0180,800,0,1,1,0,0,0
359/0187,801,0,0,0,0,1,0
359/0207,802,1,0,1,0,0,1
359/0215,803,0,1,1,0,0,0
359/0215,804,0,0,0,0,0,0
359/0227,805,0,0,0,0,0,0
359/0231,806,0,0,0,0,0,0
359/0236,807,1,1,2,0,0,1
359/0255,808,0,0,0,1,0,0
359/0271,809,0,0,0,0,0,0
359/0275,810,0,0,0,0,1,0
359/0290,811,0,0,0,1,0,0
359/0297,812,1,1,2,0,0,0
359/0309,813,0,0,0,0,0,0
359/0314,814,0,0,0,1,0,0
359/0326,815,0,0,0,0,0,0
359/0344,816,0,0,0,0,1,0
359/0354,817,0,0,0,0,0,0
359/0360,818,0,1,1,0,1,0
359/0385,819,0,0,0,1,0,0
359/0394,820,0,0,0,0,0,0
359/0419,821,0,0,0,0,0,0
359/0437,822,0,0,0,0,0,0
359/0464,824,0,0,0,0,0,0
359/0464,823,0,0,0,0,0,0
359/0495,825,0,0,0,0,0,0
359/0498,826,0,0,0,0,0,0
359/0500,827,0,0,0,0,0,0
359/0520,828,0,0,0,0,1,0
359/0535,829,0,0,0,0,0,0
359/0550,830,0,0,0,0,0,0
359/1007,831,0,0,0,0,0,0
360/0001,832,0,0,0,0,0,0
360/0019,833,0,0,0,1,0,0
360/0025,834,0,0,0,0,0,0
360/0045,835,0,1,1,0,1,0
360/0055,836,0,0,0,1,0,0
360/0055,837,0,0,0,0,0,0
360/0072,838,1,0,1,0,1,0
360/0109,839,2,0,2,0,1,0
360/0167,840,0,0,0,0,0,0
360/0185,841,0,0,0,0,0,0
360/0203,842,0,0,0,1,0,0
360/0219,843,0,0,0,0,0,0
360/0230,844,0,0,0,0,0,0
360/0230,845,0,0,0,0,0,0
360/0240,846,0,0,0,0,0,0
360/0240,847,0,0,0,0,0,0
360/0246,848,0,0,0,0,0,0
360/0252,849,0,0,0,0,0,0
360/0264,850,0,0,0,0,1,0
360/0273,851,0,0,0,0,0,0
360/0287,852,0,0,0,0,0,0
360/0301,853,0,0,0,1,0,0
360/0310,854,0,0,0,0,0,0
360/0315,855,0,0,0,0,1,0
360/0328,856,0,0,0,1,0,0
360/0334,857,0,2,2,0,1,0
360/0343,858,0,0,0,0,0,0
360/0367,859,0,0,0,0,0,0
360/0378,861,0,0,0,0,0,0
360/0378,860,0,0,0,0,0,0
360/0395,862,0,0,0,0,0,0
360/0395,863,0,0,0,0,0,0
360/0411,864,0,0,0,0,0,0
360/0423,866,0,0,0,0,0,0
360/0423,865,0,0,0,0,0,0
360/0446,867,0,1,1,1,0,0
360/0446,869,0,0,0,0,0,0
360/0446,868,0,0,0,1,0,0
360/0470,870,0,0,0,0,0,0
360/0470,871,0,0,0,0,0,0
360/0470,872,0,0,0,0,0,0
360/0471,873,0,0,0,0,0,0
360/0474,874,1,0,1,0,0,0
360/0525,875,0,2,2,0,0,1
360/0548,876,0,0,0,0,0,0
360/0564,877,0,0,0,1,0,0
360/0593,878,0,0,0,1,0,0
360/0601,879,0,0,0,0,0,0
360/0622,880,1,0,1,0,1,0
360/0672,881,0,0,0,0,0,0
360/0684,882,0,0,0,0,1,0
360/0709,883,1,0,1,0,0,0
360/0712,886,0,0,0,0,0,0
360/0712,885,0,0,0,0,0,0
360/0712,884,0,0,0,0,0,0
360/0712,887,0,0,0,0,0,0
360/0924,888,0,0,0,0,0,0
361/0015,889,0,0,0,0,0,0
361/0029,890,0,0,0,0,0,0
361/0039,891,0,0,0,0,0,0
361/0078,892,0,0,0,1,0,0
361/0087,893,0,0,0,1,0,0
361/0098,894,0,0,0,0,1,0
361/0107,895,0,0,0,0,0,0
361/0115,896,0,0,0,0,0,0
361/0118,897,0,0,0,0,0,0
361/0125,898,0,0,0,0,0,0
361/0129,899,0,0,0,0,0,0
361/0138,900,0,0,0,0,0,0
361/0147,901,1,0,1,0,1,0
361/0173,902,0,0,0,0,0,0
361/0173,904,0,0,0,0,0,0
361/0173,903,0,0,0,0,0,0
361/0195,905,8,0,8,0,0,0
361/0195,906,0,0,0,0,0,0
361/0199,907,0,0,0,0,1,0
361/0212,908,0,0,0,0,0,0
361/0220,909,0,0,0,1,0,0
361/0231,910,0,1,1,1,0,0
361/0234,911,0,0,0,1,1,0
361/0278,912,0,0,0,0,0,0
361/0281,913,0,0,0,1,0,0
361/0281,914,0,0,0,0,0,0
361/0288,915,0,0,0,1,0,0
361/0304,916,0,0,0,1,0,0
361/0314,917,0,0,0,0,0,0
361/0340,918,0,0,0,0,0,0
361/0354,919,0,0,0,0,0,0
361/0363,920,1,4,5,0,0,0
361/0373,921,1,0,1,0,0,0
361/0376,922,0,1,1,0,1,1
361/0388,923,0,0,0,0,0,0
361/0398,924,0,0,0,1,0,0
361/0416,925,0,0,0,0,1,0
361/0431,926,0,0,0,1,0,0
361/0459,928,0,0,0,0,0,0
361/0459,927,0,0,0,0,0,0
361/0477,929,1,0,1,1,0,0
361/0516,930,0,0,0,0,1,0
361/0529,931,0,0,0,0,0,0
361/0905,932,0,0,0,0,0,0
361/0925,933,0,0,0,0,0,0
361/0951,934,0,0,0,0,0,0
361/0952,936,0,0,0,0,0,0
361/0952,935,0,0,0,0,0,0
362/0001,937,1,0,1,0,1,0
362/0017,938,0,0,0,1,0,0
362/0029,939,0,0,0,1,0,0
362/0058,940,0,0,0,1,0,0
362/0060,941,1,0,1,0,1,0
362/0073,942,0,0,0,0,0,0
362/0099,944,0,0,0,0,0,0
362/0099,943,0,0,0,1,0,0
362/0143,945,0,0,0,0,0,0
362/0145,946,0,0,0,0,0,0
362/0199,947,0,0,0,0,1,0
362/0207,948,0,0,0,0,1,0
362/0214,949,0,0,0,0,0,0
362/0216,950,0,0,0,0,0,0
362/0217,951,0,0,0,0,1,0
362/0257,952,0,0,0,0,0,0
362/0274,953,0,0,0,1,0,0
362/0293,954,0,3,3,1,0,0
362/0308,955,0,0,0,0,0,0
362/0309,956,0,0,0,0,0,0
362/0310,957,0,0,0,1,0,0
362/0327,958,0,0,0,0,0,0
362/0330,959,1,2,3,0,0,1
362/0365,960,0,0,0,0,0,1
362/0373,961,0,0,0,0,0,0
362/0384,962,0,1,1,1,0,0
362/0389,963,0,0,0,0,0,0
362/0390,964,1,0,1,0,0,0
362/0396,965,0,0,0,0,0,0
362/0402,966,0,0,0,0,0,0
362/0404,967,0,0,0,0,0,0
362/0411,968,1,0,1,0,0,0
362/0440,969,0,0,0,0,1,0
362/0456,970,0,0,0,0,0,0
362/0458,972,0,0,0,1,0,0
362/0458,971,0,0,0,0,0,0
362/0474,973,0,0,0,0,0,0
362/0479,974,0,0,0,0,0,0
362/0482,975,0,0,0,1,0,0
362/0511,977,0,0,0,0,0,0
362/0511,976,0,0,0,0,0,0
362/0525,978,0,0,0,0,0,0
362/0539,979,0,1,1,0,0,0
362/0574,980,0,0,0,0,0,0
362/0600,981,0,0,0,0,0,0
362/0602,982,0,0,0,1,0,0
362/0605,983,0,0,0,0,0,0
362/0607,984,0,0,0,0,0,0
362/0610,985,0,0,0,0,1,0
362/0628,986,1,0,1,0,0,1
362/0929,987,0,0,0,0,0,0
363/0001,988,0,0,0,1,0,0
363/0121,989,0,0,0,1,0,0
363/0144,990,1,1,2,0,0,0
363/0166,991,1,0,1,1,0,0
363/0190,992,0,0,0,0,0,0
363/0192,993,0,0,0,0,1,0
363/0194,994,0,0,0,1,1,0
363/0202,995,0,0,0,0,0,0
363/0207,996,0,0,0,0,0,0
363/0229,997,0,0,0,1,1,0
363/0237,999,0,0,0,0,0,0
363/0237,998,0,0,0,1,0,0
363/0263,1000,0,0,0,0,0,0
363/0263,1001,0,0,0,1,0,0
363/0278,1002,0,0,0,1,0,0
363/0278,1003,0,0,0,0,0,0
363/0299,1004,0,0,0,1,0,0
363/0335,1005,0,0,0,1,0,0
363/0335,1006,0,0,0,1,0,0
363/0370,1007,0,0,0,0,0,0
363/0405,1008,0,0,0,0,0,0
363/0420,1009,0,0,0,1,0,0
363/0420,1010,0,0,0,1,0,0
363/0509,1011,0,0,0,0,0,0
363/0522,1012,0,0,0,0,0,0
363/0528,1013,1,1,2,0,0,0
363/0536,1014,0,0,0,1,0,0
363/0555,1015,1,0,1,0,0,1
363/0555,1016,0,0,0,0,0,0
363/0564,1017,0,0,0,0,0,0
363/0574,1018,0,0,0,0,0,0
363/0593,1019,0,0,0,0,0,0
363/0603,1020,0,0,0,1,0,0
363/0641,1021,0,0,0,1,0,0
363/0666,1022,0,0,0,0,0,0
363/0685,1023,0,0,0,1,0,0
363/0697,1024,0,0,0,0,1,0
363/0709,1025,0,0,0,0,0,0
364/0001,1026,0,0,0,0,0,0
364/0019,1027,0,0,0,0,0,0
364/0040,1028,0,0,0,0,1,0
364/0051,1029,0,0,0,1,0,0
364/0059,1030,0,0,0,0,1,0
364/0076,1031,0,0,0,1,0,0
364/0092,1033,0,0,0,1,0,0
364/0092,1032,0,0,0,0,0,0
364/0122,1034,0,0,0,0,0,0
364/0130,1035,0,0,0,1,0,0
364/0137,1036,0,0,0,0,0,0
364/0170,1037,0,0,0,0,0,0
364/0177,1038,0,0,0,0,0,0
364/0206,1039,0,0,0,0,1,0
364/0253,1040,0,0,0,0,1,0
364/0263,1041,0,1,1,0,0,0
364/0277,1042,0,0,0,0,0,0
364/0280,1043,0,0,0,0,0,0
364/0282,1044,0,0,0,0,1,0
364/0283,1045,0,0,0,0,1,0
364/0299,1046,0,0,0,0,0,0
364/0301,1047,0,0,0,1,0,0
364/0310,1048,0,0,0,1,0,0
364/0325,1049,0,0,0,0,0,0
364/0339,1050,0,0,0,0,1,0
364/0350,1051,0,0,0,0,0,0
364/0361,1052,0,0,0,0,0,0
364/0372,1053,0,0,0,0,1,0
364/0388,1054,0,0,0,0,0,0
364/0410,1055,0,0,0,0,0,0
364/0421,1056,0,0,0,0,0,0
364/0426,1057,0,0,0,0,0,0
364/0441,1058,0,0,0,0,0,0
364/0443,1059,0,0,0,0,0,0
364/0446,1060,0,0,0,1,0,0
364/0454,1061,0,0,0,0,0,0
364/0471,1062,0,0,0,0,0,0
364/0478,1063,0,0,0,0,0,0
364/0479,1065,0,0,0,0,1,0
364/0479,1064,0,0,0,0,1,0
364/0500,1066,0,0,0,0,0,0
364/0500,1068,0,0,0,0,0,0
364/0500,1067,0,0,0,1,0,0
364/0502,1069,0,0,0,0,0,0
364/0507,1070,0,0,0,0,0,0
364/0520,1071,0,0,0,1,0,0
364/0573,1072,0,0,0,1,0,0
364/0587,1073,0,0,0,0,0,0
364/0603,1074,0,0,0,0,0,0
364/0611,1075,0,0,0,0,0,0
364/0631,1076,0,0,0,0,0,0
364/0642,1077,0,0,0,0,0,0
364/0656,1078,0,0,0,0,0,0
364/0661,1079,0,0,0,0,0,0
364/0832,1080,0,0,0,0,0,0
364/0834,1081,0,0,0,0,0,0
364/0903,1082,0,0,0,0,0,0
365/0001,1083,4,0,4,1,0,0
365/0001,1084,0,0,0,0,0,0
365/0043,1085,0,0,0,0,1,0
365/0085,1086,0,0,0,0,0,0
365/0109,1087,0,0,0,0,1,0
365/0123,1088,1,0,1,1,0,0
365/0125,1089,0,0,0,1,0,0
365/0127,1090,0,0,0,0,0,0
365/0146,1091,0,0,0,1,0,0
365/0160,1092,0,0,0,0,0,0
365/0167,1093,0,0,0,0,0,0
365/0260,1094,0,0,0,0,0,0
365/0265,1095,0,0,0,0,0,0
365/0290,1096,0,0,0,1,0,0
365/0292,1097,0,0,0,0,0,0
365/0293,1098,0,0,0,0,0,0
365/0301,1100,0,0,0,0,0,0
365/0301,1099,0,0,0,0,0,0
365/0312,1101,0,0,0,0,0,0
365/0320,1102,0,0,0,0,0,0
365/0336,1103,1,0,1,0,0,1
365/0381,1104,0,0,0,0,0,0
365/0399,1105,1,0,1,0,1,0
365/0431,1106,0,0,0,0,1,0
365/0458,1107,1,2,3,0,0,0
365/0467,1108,0,0,0,0,0,0
365/0505,1109,0,0,0,0,1,0
365/0514,1110,0,0,0,0,0,0
365/0517,1111,1,0,1,0,0,1
365/0525,1112,0,0,0,0,1,0
365/0534,1113,0,0,0,0,1,0
365/0551,1114,0,0,0,0,0,0
365/0570,1115,0,0,0,0,1,0
365/0604,1116,0,0,0,0,0,0
365/0610,1117,0,0,0,0,1,0
365/0624,1118,0,0,0,1,0,0
365/0646,1119,1,0,1,0,0,0
365/0651,1120,1,0,1,0,0,0
365/0667,1122,0,0,0,1,0,0
365/0667,1121,0,0,0,0,0,0
365/0695,1123,0,0,0,1,0,0
365/0705,1124,0,1,1,0,0,0
365/0708,1125,0,0,0,0,1,0
365/0708,1126,0,0,0,0,1,0
365/0715,1127,1,0,1,0,1,1
365/0731,1128,0,0,0,0,0,0
365/0744,1129,1,0,1,0,1,1
365/0753,1130,0,0,0,0,0,0
365/0762,1131,0,0,0,0,0,0
365/0768,1132,0,0,0,0,0,0
366/0001,1133,0,0,0,0,1,0
366/0028,1134,0,0,0,1,0,0
366/0036,1135,2,0,2,0,1,0
366/0082,1136,2,0,2,0,1,0
366/0117,1137,3,2,5,0,1,0
366/0161,1138,0,0,0,0,0,0
366/0169,1139,0,0,0,0,0,0
366/0187,1140,1,0,1,0,0,1
366/0199,1141,0,0,0,0,1,0
366/0207,1142,0,0,0,0,0,0
366/0208,1143,0,0,0,0,0,0
366/0211,1144,0,0,0,0,0,0
366/0213,1145,0,0,0,0,0,0
366/0259,1146,0,0,0,0,1,0
366/0272,1149,0,0,0,1,0,0
366/0272,1148,0,0,0,1,0,0
366/0272,1147,0,0,0,0,0,0
366/0276,1150,0,0,0,0,1,0
366/0293,1151,0,0,0,0,0,0
366/0299,1152,0,0,0,1,0,0
366/0308,1153,0,0,0,0,0,0
366/0316,1154,0,2,2,1,0,0
366/0380,1155,0,0,0,1,0,0
366/0393,1156,0,0,0,0,0,0
366/0417,1158,0,0,0,0,0,0
366/0417,1157,0,0,0,0,0,0
366/0417,1159,0,0,0,0,0,0
366/0418,1160,0,0,0,0,0,0
366/0420,1161,0,0,0,0,1,0
366/0582,1162,1,0,1,0,0,0
366/0599,1163,1,2,3,0,1,0
366/0617,1164,0,4,4,0,1,0
366/0643,1165,0,0,0,1,0,0
366/0656,1166,0,3,3,0,0,0
366/0656,1167,0,0,0,0,0,0
366/0667,1168,1,0,1,0,0,0
366/0683,1169,0,0,0,0,0,0
366/0696,1170,0,0,0,1,0,0
366/0712,1171,0,0,0,0,0,0
366/0717,1172,0,0,0,0,1,0
366/0731,1173,0,0,0,0,0,0
366/0745,1174,0,0,0,0,0,0
366/0745,1175,0,0,0,1,0,0
366/0761,1177,0,0,0,0,0,0
366/0761,1176,0,0,0,0,0,0
366/0954,1178,0,0,0,0,0,0
367/0001,1179,2,0,2,0,1,0
367/0203,1180,1,0,1,0,0,0
367/0290,1181,0,0,0,0,0,0
367/0303,1182,0,0,0,1,0,0
367/0303,1183,0,0,0,0,0,0
367/0316,1184,0,0,0,1,0,0
367/0316,1185,0,0,0,0,0,0
367/0348,1186,0,0,0,0,0,0
367/0364,1187,1,0,1,0,1,0
367/0374,1188,1,0,1,1,0,0
367/0389,1189,0,0,0,0,0,0
367/0396,1190,0,0,0,0,0,0
367/0396,1191,0,0,0,1,0,0
367/0421,1192,0,0,0,0,0,0
367/0433,1193,0,0,0,0,1,0
367/0456,1194,0,0,0,0,0,0
367/0486,1195,0,0,0,0,0,0
367/0488,1196,2,0,2,0,1,0
367/0497,1198,0,0,0,0,0,0
367/0497,1197,2,0,2,0,0,0
367/0556,1199,0,0,0,0,0,0
367/0568,1200,1,0,1,0,1,0
367/0643,1201,1,0,1,0,1,0
367/0687,1202,0,0,0,0,0,0
367/0717,1203,0,0,0,0,0,0
367/0740,1204,2,0,2,0,0,0
367/0820,1205,13,1,14,0,0,0
367/0886,1206,1,0,1,0,1,0
368/0020,1207,0,0,0,0,0,0
368/0025,1208,0,1,1,0,1,0
368/0035,1209,1,0,1,0,0,0
368/0052,1210,0,0,0,0,1,0
368/0057,1211,1,0,1,0,1,0
368/0071,1212,1,0,1,0,1,0
368/0081,1216,0,0,0,1,0,0
368/0081,1215,0,0,0,0,0,0
368/0081,1213,0,0,0,1,0,0
368/0081,1217,0,0,0,0,0,0
368/0081,1214,0,0,0,1,0,0
368/0139,1218,0,0,0,0,0,0
368/0146,1219,0,0,0,1,1,0
368/0157,1220,2,0,2,0,1,1
368/0157,1222,0,0,0,0,1,0
368/0157,1221,0,0,0,0,1,0
368/0208,1223,0,0,0,0,0,0
368/0231,1224,0,0,0,0,0,0
368/0278,1225,0,1,1,0,0,0
368/0291,1226,0,0,0,1,0,0
368/0297,1227,0,1,1,0,0,1
368/0318,1228,0,0,0,1,0,0
368/0324,1229,0,0,0,0,0,0
368/0337,1230,0,0,0,0,0,0
368/0345,1231,0,0,0,0,0,0
368/0346,1232,1,0,1,0,0,1
368/0351,1233,0,0,0,0,0,0
368/0360,1234,0,0,0,1,0,0
368/0370,1235,0,0,0,1,0,0
368/0370,1236,0,0,0,0,0,0
368/0399,1237,0,0,0,1,0,0
368/0400,1238,0,0,0,1,0,0
368/0401,1239,0,0,0,1,0,0
368/0403,1240,1,1,2,0,0,0
368/0424,1241,0,0,0,0,0,0
368/0436,1242,0,0,0,0,0,0
368/0439,1243,0,0,0,0,0,0
368/0443,1244,0,0,0,0,1,0
368/0448,1245,0,0,0,0,1,0
368/0448,1246,0,0,0,0,1,0
368/0464,1247,0,0,0,0,0,0
368/0487,1248,0,0,0,0,0,0
368/0502,1249,0,1,1,0,0,0
368/0839,1250,0,0,0,0,0,0
368/0908,1251,0,0,0,0,0,0
368/0940,1252,0,0,0,0,0,0
368/0965,1253,0,0,0,0,0,0
369/0001,1254,0,0,0,0,0,0
369/0017,1255,0,0,0,0,0,0
369/0031,1256,0,0,0,0,0,0
369/0038,1257,0,0,0,0,0,0
369/0045,1258,1,0,1,0,0,1
369/0060,1259,1,0,1,0,0,1
369/0084,1260,0,0,0,0,1,0
369/0095,1261,0,0,0,0,0,0
369/0111,1263,0,0,0,0,0,0
369/0111,1262,0,0,0,0,0,0
369/0121,1265,0,0,0,1,0,0
369/0121,1264,0,0,0,0,0,0
369/0134,1266,1,0,1,0,0,0
369/0141,1267,0,0,0,0,1,0
369/0141,1268,0,0,0,0,1,0
369/0147,1269,0,0,0,0,0,0
369/0153,1270,0,0,0,0,0,0
369/0186,1271,1,3,4,0,0,1
369/0350,1272,0,0,0,0,0,0
369/0355,1273,1,0,1,0,1,0
369/0367,1274,0,1,1,1,0,0
369/0400,1275,0,0,0,0,0,0
369/0404,1277,0,0,0,1,0,0
369/0404,1276,0,0,0,1,0,0
369/0429,1278,0,0,0,0,0,0
369/0438,1279,0,0,0,0,0,0
369/0463,1280,0,0,0,0,0,0
369/0469,1281,0,0,0,0,0,0
369/0482,1282,0,0,0,0,0,0
369/0499,1283,0,0,0,1,0,0
369/0506,1284,0,0,0,0,1,0
369/0527,1285,0,0,0,0,0,0
369/0541,1286,0,0,0,0,1,0
369/0590,1287,1,0,1,0,1,0
369/0599,1288,0,0,0,0,1,0
369/0643,1289,0,0,0,1,0,0
369/0654,1290,0,0,0,1,0,0
369/0656,1291,0,0,0,0,0,0
369/0659,1292,0,0,0,0,0,0
369/0662,1293,0,0,0,0,0,0
369/0663,1294,1,0,1,0,1,1
369/0672,1295,0,0,0,0,0,0
369/0689,1296,0,0,0,0,1,0
369/0698,1297,0,0,0,0,0,0
369/0705,1298,1,0,1,0,0,0
369/0736,1299,0,0,0,1,0,0
369/0749,1300,1,0,1,0,0,0
369/0749,1301,0,0,0,0,0,0
369/0749,1305,0,0,0,0,0,0
369/0749,1304,0,0,0,0,0,0
369/0749,1302,0,0,0,0,0,0
369/0749,1303,0,0,0,0,0,0
369/0811,1306,0,0,0,0,0,0
369/0815,1307,0,0,0,0,0,0
369/0842,1308,0,0,0,0,0,0
369/0842,1309,0,0,0,0,0,0
370/0001,1310,0,0,0,1,0,0
370/0009,1311,0,0,0,1,0,0
370/0019,1312,0,0,0,0,0,0
370/0031,1313,0,0,0,0,0,0
370/0041,1314,0,0,0,0,0,0
370/0049,1315,0,0,0,0,1,0
370/0065,1317,0,0,0,0,0,0
370/0065,1316,0,0,0,1,0,0
370/0076,1318,4,1,5,0,0,0
370/0114,1319,0,0,0,1,0,0
370/0114,1320,0,0,0,1,0,0
370/0139,1321,0,0,0,0,0,0
370/0154,1322,0,0,0,0,1,0
370/0159,1323,1,0,1,0,0,1
370/0165,1324,0,0,0,0,0,0
370/0173,1325,0,0,0,0,0,0
370/0190,1326,0,0,0,0,0,0
370/0195,1327,0,0,0,0,0,0
370/0230,1328,0,0,0,0,0,0
370/0238,1329,1,0,1,0,0,0
370/0254,1330,1,0,1,0,0,0
370/0269,1331,1,0,1,0,0,0
370/0288,1332,0,0,0,0,0,0
370/0294,1333,0,0,0,0,0,0
370/0375,1334,0,0,0,0,1,0
370/0405,1335,0,0,0,1,0,0
370/0421,1336,4,1,5,0,1,0
370/0451,1337,1,1,2,0,0,0
370/0460,1338,0,0,0,1,0,0
370/0478,1339,0,0,0,0,0,0
370/0530,1340,8,1,9,0,1,0
370/0530,1341,0,1,1,0,1,0
370/0607,1342,0,0,0,0,1,0
370/0626,1343,0,0,0,0,0,0
370/0650,1344,0,0,0,0,0,0
370/0660,1345,0,0,0,0,1,0
370/0690,1346,0,0,0,0,0,0
370/0711,1347,1,0,1,0,0,0
370/0713,1349,0,0,0,0,0,0
370/0713,1348,0,0,0,0,0,0
370/0717,1350,0,0,0,0,0,0
370/0723,1352,0,0,0,0,0,0
370/0723,1351,0,0,0,0,0,0
370/0724,1353,0,0,0,0,0,0
370/0940,1354,0,0,0,0,0,0
371/0018,1355,0,0,0,1,0,0
371/0018,1356,0,0,0,1,0,0
371/0027,1357,0,0,0,0,0,0
371/0027,1358,0,0,0,0,0,0
371/0028,1359,0,0,0,0,0,0
371/0030,1360,0,0,0,0,0,0
371/0038,1363,0,0,0,0,0,0
371/0038,1362,0,0,0,0,0,0
371/0038,1361,0,0,0,1,0,0
371/0057,1364,0,0,0,0,0,0
371/0062,1365,0,0,0,0,0,0
371/0072,1366,0,0,0,0,0,0
371/0075,1367,0,0,0,1,0,0
371/0084,1368,0,0,0,0,0,0
371/0094,1369,0,0,0,0,0,0
371/0115,1370,0,0,0,0,0,0
371/0132,1371,0,1,1,0,0,0
371/0145,1372,1,0,1,1,0,0
371/0145,1373,0,0,0,0,0,0
371/0156,1375,0,0,0,0,0,0
371/0156,1374,0,0,0,0,0,0
371/0178,1376,0,0,0,0,0,0
371/0184,1377,0,0,0,0,0,0
371/0187,1378,0,0,0,0,0,0
371/0195,1379,1,0,1,0,0,1
371/0208,1380,2,0,2,0,1,0
371/0215,1381,0,0,0,0,0,0
371/0218,1382,0,0,0,0,0,0
371/0224,1383,0,0,0,1,0,0
371/0228,1384,1,0,1,1,0,0
371/0236,1385,0,0,0,0,0,0
371/0245,1386,6,0,6,0,0,0
371/0285,1387,0,1,1,1,0,0
371/0296,1389,0,0,0,1,0,0
371/0296,1388,0,0,0,0,0,0
371/0334,1390,0,0,0,1,0,0
371/0341,1391,0,0,0,0,1,0
371/0392,1392,0,0,0,0,0,0
371/0415,1393,0,0,0,0,0,0
371/0471,1394,0,0,0,0,1,0
371/0505,1395,0,1,1,1,0,0
371/0531,1396,0,0,0,0,0,0
371/0537,1397,0,0,0,1,0,0
371/0542,1398,0,0,0,0,0,0
371/0555,1400,0,0,0,0,0,0
371/0555,1399,0,0,0,0,0,0
371/0828,1401,0,0,0,0,0,0
371/0829,1402,0,0,0,0,0,0
371/0830,1403,0,0,0,0,0,0
371/0905,1404,0,0,0,0,0,0
371/0935,1405,0,0,0,0,0,0
372/0001,1406,3,0,3,0,0,0
372/0010,1409,0,0,0,0,0,0
372/0010,1407,1,4,5,1,0,1
372/0010,1408,0,0,0,1,0,0
372/0024,1410,4,1,5,0,0,1
372/0029,1411,0,0,0,1,1,0
372/0039,1412,0,0,0,1,0,0
372/0053,1413,0,0,0,1,0,0
372/0058,1414,0,1,1,0,1,0
372/0084,1415,0,15,15,0,0,0
372/0108,1416,0,0,0,0,0,0
372/0128,1417,0,1,1,0,0,0
372/0144,1418,0,1,1,1,0,0
372/0144,1419,0,0,0,1,0,0
372/0221,1420,0,0,0,0,0,0
372/0224,1421,0,0,0,0,0,0
372/0229,1422,0,0,0,0,1,0
372/0246,1423,0,0,0,0,0,0
372/0248,1424,0,0,0,0,0,0
372/0253,1425,0,0,0,0,0,0
372/0284,1426,0,0,0,0,0,0
372/0293,1427,0,0,0,0,0,0
372/0335,1428,2,1,3,0,1,0
372/0353,1429,0,0,0,0,1,0
372/0368,1430,0,1,1,0,0,1
372/0391,1431,1,0,1,0,0,0
372/0477,1432,0,0,0,0,1,0
372/0487,1433,0,0,0,0,1,0
372/0517,1434,0,0,0,0,0,0
372/0522,1435,0,0,0,0,0,0
372/0528,1436,0,0,0,0,1,0
372/0539,1437,0,0,0,0,1,0
372/0586,1438,0,0,0,0,0,0
372/0591,1439,0,0,0,0,0,0
372/0591,1440,0,0,0,0,0,0
372/0597,1441,0,0,0,0,0,0
372/0605,1442,0,0,0,0,1,0
372/0609,1444,0,0,0,1,0,0
